#
# Master CCSM experiment list
#
#  Columns   Field
#   1 -  45  CCSM case name
#  46 -  47  Location (NC = NCAR; NE = NERSC; OR = ORNL)
#  55 -  74  Very brief description and/or PCMDI name (N/A if not applicable)
#  75 -  76  Realization number (<=2 digits) (0 if not applicable)
#  80 -  82  Is a CMIP3 (cm3) or CMIP5 (cm5) experiment?
#  85 - 124  RUN_REFCASE (parent CCSM case)
# 130 - 139  RUN_REFDATE (branch date, yyyy-mm-dd)
# 145 - 148  Year began or YYYY if unknown
# 150 - 153  Year ended or YYYY if unknown
# 155-  174  GRID (resolution)
# 175 - 194  COMPSET (all "-" if missing)
# 195 - 224  REPOTAG (all "-" if missing)
# 225 - 239  MACH (hardware)
# 240 - end  DOUT_L_MSROOT (history file location on archive)
#
#---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#                                                                                                  1         1         1         1         1         1         1         1         1         1         2         2         2         2         2         2
#        1         2         3         4         5         6         7         8         9         0         1         2         3         4         5         6         7         8         9         0         1         2         3         4         5
#234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
#CASE                                        loc      CMIP5 name          ##   CMIP RUN_REFCASE                                 RUN_REFDATE    BEGIN END  GRID                COMPSET             REPOTAG                       MACH           DOUT
b30.275-14                                   NC       Commit              14   cm3  b30.074a                                     1999-12-22     2000 2061 T42_gx1             ----------------    -------------------------     bluefire       /CCSM/csm
b30.275-15                                   NC       Commit              15   cm3  b30.074a                                     1999-12-23     2000 2061 T42_gx1             ----------------    -------------------------     bluefire       /CCSM/csm
b30.275-16                                   NC       Commit              16   cm3  b30.074a                                     1999-12-24     2000 2061 T42_gx1             ----------------    -------------------------     bluefire       /CCSM/csm
b30.275-17                                   NC       Commit              17   cm3  b30.074a                                     1999-12-25     2000 2061 T42_gx1             ----------------    -------------------------     bluefire       /CCSM/csm
b30.275-18                                   NC       Commit              18   cm3  b30.074a                                     1999-12-26     2000 2061 T42_gx1             ----------------    -------------------------     bluefire       /CCSM/csm
b30.275-19                                   NC       Commit              19   cm3  b30.074a                                     1999-12-27     2000 2061 T42_gx1             ----------------    -------------------------     bluefire       /CCSM/csm
b30.275-20                                   NC       Commit              20   cm3  b30.074a                                     1999-12-28     2000 2061 T42_gx1             ----------------    -------------------------     bluefire       /CCSM/csm
b30.275-21                                   NC       Commit              21   cm3  b30.074a                                     1999-12-29     2000 2061 T42_gx1             ----------------    -------------------------     jaguar         /f2/hteng/ccsm
b30.275-22                                   NC       Commit              22   cm3  b30.074a                                     1999-12-30     2000 2061 T42_gx1             ----------------    -------------------------     jaguar         /f2/hteng/ccsm
b30.275-23                                   NC       Commit              23   cm3  b30.074a                                     1999-12-31     2000 2061 T42_gx1             ----------------    -------------------------     bluefire       /CCSM/csm
b30.275-24                                   NC       Commit              24   cm3  b30.074a                                     2000-01-02     2000 2061 T42_gx1             ----------------    -------------------------     bluefire       /CCSM/csm
b30.275-25                                   NC       Commit              25   cm3  b30.074a                                     2000-01-04     2000 2061 T42_gx1             ----------------    -------------------------     bluefire       /CCSM/csm
b30.275-26                                   NC       Commit              26   cm3  b30.074a                                     2000-01-06     2000 2061 T42_gx1             ----------------    -------------------------     bluefire       /CCSM/csm
b30.275-27                                   NC       Commit              27   cm3  b30.074a                                     2000-01-08     2000 2061 T42_gx1             ----------------    -------------------------     bluefire       /CCSM/csm
b30.275-28                                   NC       Commit              28   cm3  b30.074a                                     2000-01-10     2000 2061 T42_gx1             ----------------    -------------------------     bluefire       /CCSM/csm
b30.275-29                                   NC       Commit              29   cm3  b30.074a                                     2000-01-12     2000 2061 T42_gx1             ----------------    -------------------------     bluefire       /CCSM/csm
b30.275-30                                   NC       Commit              30   cm3  b30.074a                                     2000-01-14     2000 2061 T42_gx1             ----------------    -------------------------     bluefire       /CCSM/csm
b30.275-31                                   NC       Commit              31   cm3  b30.074a                                     2000-01-01     2000 2061 T42_gx1              ----------------    -------------------------    jaguar         /home/hteng/ccsm
b30.275-32                                   NC       Commit              32   cm3  b30.074a                                     1999-12-03     2000 2061 T42_gx1              ----------------    -------------------------    jaguar         /home/hteng/ccsm
b30.275-33                                   NC       Commit              33   cm3  b30.074a                                     1999-12-05     2000 2061 T42_gx1              ----------------    -------------------------    jaguar         /home/hteng/ccsm
b30.275-34                                   NC       Commit              34   cm3  b30.074a                                     1999-12-07     2000 2061 T42_gx1              ----------------    -------------------------    jaguar         /home/hteng/ccsm
b30.275-35                                   NC       Commit              35   cm3  b30.074a                                     1999-12-09     2000 2061 T42_gx1              ----------------    -------------------------    jaguar         /home/hteng/ccsm
b30.275-36                                   NC       Commit              36   cm3  b30.074a                                     1999-12-11     2000 2061 T42_gx1             ----------------    -------------------------     jaguar         /home/amai
b30.275-37                                   NC       Commit              37   cm3  b30.074a                                     1999-12-13     2000 2061 T42_gx1             ----------------    -------------------------     jaguar         /home/amai
b30.275-38                                   NC       Commit              38   cm3  b30.074a                                     1999-12-15     2000 2061 T42_gx1             ----------------    -------------------------     jaguar         /home/amai
b30.275-39                                   NC       Commit              39   cm3  b30.074a                                     1999-12-17     2000 2061 T42_gx1             ----------------    -------------------------     jaguar         /home/amai
b30.275-40                                   NC       Commit              40   cm3  b30.074a                                     1999-12-18     2000 2061 T42_gx1             ----------------    -------------------------     jaguar         /home/amai
cam3t42_lgccsm3_ghg_01                       NC       A1BAMIP_ghg         1    cm3  eul64x128_d63iamip_01                        1999-01-01     2000 2060 T42_gx1             ----------------    -------------------------     bluefire       /HTENG/csm
cam3t42_lgccsm3_ghg_02                       NC       A1BAMIP_ghg         2    cm3  eul64x128_d63iamip_01                        2000-01-01     2000 2060 T42_gx1             ----------------    -------------------------     bluefire       /HTENG/csm
cam3t42_lgccsm3_ghg_03                       NC       A1BAMIP_ghg         3    cm3  eul64x128_d63iamip_02                        1999-01-01     2000 2060 T42_gx1             ----------------    -------------------------     bluefire       /HTENG/csm
cam3t42_lgccsm3_ghg_04                       NC       A1BAMIP_ghg         4    cm3  eul64x128_d63iamip_02                        2000-01-01     2000 2060 T42_gx1             ----------------    -------------------------     bluefire       /HTENG/csm
cam3t42_lgccsm3_ghg_05                       NC       A1BAMIP_ghg         5    cm3  eul64x128_d63iamip_03                        1999-01-01     2000 2060 T42_gx1             ----------------    -------------------------     bluefire       /HTENG/csm
cam3t42_lgccsm3_ghg_06                       NC       A1BAMIP_ghg         6    cm3  eul64x128_d63iamip_03                        2000-01-01     2000 2060 T42_gx1             ----------------    -------------------------     bluefire       /HTENG/csm
cam3t42_lgccsm3_ghg_07                       NC       A1BAMIP_ghg         7    cm3  eul64x128_d63iamip_04                        1999-01-01     2000 2060 T42_gx1             ----------------    -------------------------     bluefire       /HTENG/csm
cam3t42_lgccsm3_ghg_08                       NC       A1BAMIP_ghg         8    cm3  eul64x128_d63iamip_04                        2000-01-01     2000 2060 T42_gx1             ----------------    -------------------------     bluefire       /HTENG/csm
cam3t42_lgccsm3_ghg_09                       NC       A1BAMIP_ghg         9    cm3  eul64x128_d63iamip_05                        1999-01-01     2000 2060 T42_gx1             ----------------    -------------------------     bluefire       /HTENG/csm
cam3t42_lgccsm3_ghg_10                       NC       A1BAMIP_ghg         10   cm3  eul64x128_d63iamip_05                        2000-01-01     2000 2060 T42_gx1             ----------------    -------------------------     bluefire       /HTENG/csm
cam3t42_lgccsm3_ghg_11                       NC       A1BAMIP_ghg         11   cm3  eul64x128_d63iamip_05                        1999-01-01     2000 2060 T42_gx1             ----------------    -------------------------     bluefire       /HTENG/csm
cam3t42_lgccsm3_ghg_12                       NC       A1BAMIP_ghg         12   cm3  eul64x128_d63iamip_05                        2000-01-01     2000 2060 T42_gx1             ----------------    -------------------------     bluefire       /HTENG/csm
cam3t42_lgccsm3_ghg_13                       NC       A1BAMIP_ghg         13   cm3  eul64x128_d63iamip_05                        1999-01-01     2000 2060 T42_gx1             ----------------    -------------------------     bluefire       /HTENG/csm
